Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
BACH,DBARTS,2,1,D001645,11,Luc Leybaert|Katharina D'Herde|Koen Paemeleire|Jo Van Dorpe,hersenen|ruggenmerg|zenuwbanen|neuronen|visus|gehoor|neurotransmissie|autonoom zenuwstelsel|neurovasculair systeem|cortex|basale ganglia|cerebellum|sensiebele en motorische systemen.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen
BACH,DBARTS,2,1,D001943,12,Johan Van de Voorde|Peter De Paepe|Katharina D'Herde|Liesbeth Ferdinande|Luc Leybaert|Patrick Sips,cardiovasculair systeem|ademhaling|nier|urinewegen|anatomie|histologie|fysiologie|radio- anatomie|embryologie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
BACH,DBARTS,2,2,D000407,10,Wouter Willaert|Alexandra Kluyskens|Stefaan De Henauw|Lindsey Devisscher|Anne Hoorens|Luc Leybaert|Frank Peelman,gastro-intestinaal stelsel|endocrien stelsel|stofwisseling|voedingsleer|fysiologie|morfologie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen
BACH,DBARTS,2,2,D012577,7,Lindsey Devisscher,algemene farmacologie|farmacokinetiek|farmacodynamie|bijzondere farmacologie|geneesmiddelen|werkingsmechanismen|indicaties|bijwerkingen|interacties.,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBARTS,2,2,D012580,6,Lutgart Braeckman|Lieven Annemans|Els Clays|Stefaan De Henauw|Koen Van Herck|Sara Willems,"gezondheidsindicatoren|epidemiologie|(evidence based) volksgezondheid|arbeidsgeneeskunde|gezondheidseconomie|internationale gezondheid|contextgerichte eerstelijngezondheidszorg, organisatie van de gezondheidszorg",periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|werkstuk|verslag
BACH,DBARTS,2,J,D013020,4,Pascal Coorevits|Guy Brusselle|Dipak Kalra|Yves Van Belleghem,medische statistiek|ict in de gezondheidszorg|tutorials,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,schriftelijk examen
BACH,DBARTS,2,J,D013022,3,LIV Veldeman|Katrien Vandecasteele|Jolanda van Hengel,informatiegeletterdheid|redactionele vaardigheden|wetenschapscommunicatie,periodegebonden|niet-periodegebonden,werkstuk,werkstuk,participatie
BACH,DBARTS,2,J,D013026,4,Barbara De Moerloose|Tom Balthazar|Johan Decruyenaere|Ignaas Devisch|Jan Reniers,organisatie van gezondheidszorg|communicatie|inleving|gezondheid|maatschappij|levensfasen|filosofie|gezondheidsrecht|studium generale|professioneel gedrag,periodegebonden|niet-periodegebonden,,schriftelijk examen met meerkeuzevragen|verslag,portfolio|participatie|gedragsevaluatie op de werkvloer|verslag
BACH,DBARTS,2,J,D013060,3,Jan Reniers,,periodegebonden|niet-periodegebonden,vaardigheidstest,vaardigheidstest,participatie
BACH,DBARTS,3,1,D012477,5,Joris Delanghe|Joke Van Dorpe|Klaus Bacher|Thierry Christiaens|Frank Vermassen|Koenraad Verstraete,diagnostische en therapeutische methoden,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
BACH,DBARTS,3,1,D012579,8,Bart Vandekerckhove|An De Sutter|Jo Van Dorpe|Bruno Verhasselt|Dirk Vogelaers,bacteriologie|virologie|microbiologie|immunologie|infectiologie|histologie,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen,werkstuk
BACH,DBARTS,3,1,D013028,6,Kristien Roelens|Petra De Sutter|Katharina D'Herde|Gunter Heylens|Sofie Verbeke,voortplanting|seksualiteit|ethiek|zwangerschap en seksuologie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie
BACH,DBARTS,3,1,D013029,6,Herman Depypere|Karel Everaert|Nicolaas Lumen|ERIK VAN LAECKE|Steven Weyers,gynaecologie|voortplanting|urologie: epidemiologie|preventie|ziektebeelden|diagnostiek|therapie|revalidatie|palliatie|gezondheidsvoorlichting|gezondheidseconomische aspecten,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBARTS,3,2,D012600,4,Liesbeth Ferdinande|Olivier Vanakker|Jo Van Dorpe,overzicht van de pathogenetische mechanismen van ziektes,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBARTS,3,2,D013024,5,Ingeborg Dhooge|Sofie Claeys|Els De Leenheer|PHILIPPE DERON|Philippe Gevaert|Helen Van Hoecke,,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBARTS,3,2,D013058,5,Jo Lambert|Hilde Beele|Ilse Claerhout|HILDE LAPEERE|Bart Leroy|Evelien Verhaeghe,,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|werkstuk|verslag
BACH,DBARTS,3,2,D013069,4,An De Sutter|Pauline Boeckxstaens|Stéphanie De Maesschalck|Stefan Heytens,huisartsgeneeskunde|eerstelijnsgezondheidszorg|multidisciplinaire samenwerking|besliskunde,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,mondeling examen,participatie
BACH,DBARTS,3,J,D013023,4,,statistische analyse|wetenschappelijk project,niet-periodegebonden,,,werkstuk
BACH,DBARTS,3,J,D013027,4,Ruth Piers|Tom Balthazar|Johan Decruyenaere|Ignaas Devisch,ethiek in de zorg|gezondheidszorg|studium generale|professioneel gedrag (pg)|begin van het leven,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|openboekexamen|verslag,schriftelijk examen met meerkeuzevragen|openboekexamen|verslag,verslag
BACH,DBARTS,3,J,D013061,5,Jan Reniers|Joris Delanghe,communicatie|klinisch en technische vaardigheden,periodegebonden,vaardigheidstest,vaardigheidstest,participatie
BACH,DBARTS,3,J,D013064,4,Alain Verstraete|Joke Van Dorpe|Guy Brusselle|Thierry Christiaens|Joris Delanghe|Jan Reniers|Koenraad Verstraete,medische besliskunde|evidence based medicine|pathofysiologie|klinisch redeneren|methodiek en design van klinische studies|rationeel gebruik van diagnostiek en medische beeldvorming|therapeutische vaardigheden|rationeel voorschrijven van geneesmiddelen,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen|vaardigheidstest,schriftelijk examen|openboekexamen|mondeling examen|vaardigheidstest,mondeling examen|participatie|peer-evaluatie
BACH,DBBESP,1,1,D000227,5,Yannick Boddez|Pieter Van Dessel,psychologie|functieleer|wetenschappelijke benaderingen binnen de hedendaagse psychologie|kritische reflecties omtrent de psychologie|psychologie van de fysieke activiteit|psychologische interventies,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBBESP,1,1,D001960,4,Kasper Raus,filosofie|kritisch denken|ethiek|kennis|wetenschap|sportfilosofie|sportethiek,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,1,2,D000151,4,Koen Van de Vijver,celbiologie|functionele histologie,periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen
BACH,DBBESP,1,2,D001248,7,Karolien De Bosscher|Marleen Van Troys,algemene biochemie biologisch systeem|moleculaire basis|metabolisme,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBBESP,1,2,D001834,5,Bram Constandt|Erwin Heyse|Petra Poppe|Lore Timmermans,inleiding tot de lichamelijke opvoeding|bewegingswetenschap en sport|met een focus op historische ontwikkelingen en maatschappelijke achtergronden.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,1,J,D000873,6,Klaus Bacher,biomedische fysica van locomotorisch stelsel voor bewegingswetenschappen,periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,
BACH,DBBESP,1,J,D001003,9,Jimmy Van den Eynden|Joris Van de Velde,regionale anatomie|systematische anatomie|orgaansystemen|locomotorisch stelsel|zenuwstelsel,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen
BACH,DBBESP,1,J,D001197,4,Frederik Deconinck|Tom Du Pan|Erwin Heyse|Pieter Moerman|Petra Poppe|Lore Timmermans|Leen Haerens,sport|zwemmen|atletiek,niet-periodegebonden,,,schriftelijk examen|participatie|vaardigheidstest
BACH,DBBESP,1,J,D002192,4,Frederik Deconinck|Sarah Baetslé|Jan Guns|Erwin Heyse|Stijn Morand|Petra Poppe|Lore Timmermans|Stijn Wintein,sport|voetbal|handbal|volleybal|basketbal,niet-periodegebonden,,,schriftelijk examen|participatie|vaardigheidstest
BACH,DBBESP,1,J,D002869,6,Frederik Deconinck|Mieke Devriendt|Erwin Heyse|Jin Lesaffer|Petra Poppe|Lore Timmermans|Jan Vanden Hautte|Linus Zeuwts,basisdans|creatieve dans|gymnastiek|fitness|letselpreventie|veilig en gezond sporten,niet-periodegebonden,,,schriftelijk examen|participatie|vaardigheidstest
BACH,DBBESP,1,J,D002900,6,Katrien Strubbe|Michaël Delcoigne|Richard Hoogenboom,algemene chemie|organische chemie|celbiologie,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,2,1,D001089,8,Wim Derave|Eline Lievens|Freek Van de Casteele|Laura Blancquaert|Inge Everaert,celfysiologie|orgaanfysiologie|interactie van lichaamssystemen,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,verslag
BACH,DBBESP,2,1,D001391,6,Veerle Segers|Senne Bonnaerens|Rud Derie|Joeri Gerlo|Pieter Fiers,biomechanica|motorische vaardigheden|kinesiologie|spiermechanica|bewegingsanalyse,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,vaardigheidstest
BACH,DBBESP,2,1,D011988,4,Jan Boone|Vicky Van Stappen|Marieke De Craemer|Luc Vanden Bossche,epidemiologie|volksgezondheid|preventieve gezondheid|sportblessures|meten van fysieke activiteit,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,2,1,D012558,3,Emelien Lauwerier|Annick De Paepe,psychologie|sociologie|sociale psychologie|fysieke activiteit|sport,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|verslag
BACH,DBBESP,2,2,D001765,5,Katrien De Cocker|Kris Hoebeke|Veerle Permentier|Nele Van Doren|Gladys Vanlommel|Stijn Wintein|Leen Haerens,bewegingsdidactiek. plannen|begeleiden|reflecteren|samenwerken. ontwerpen van leer- en sport- en bewegingsactiviteiten. micro-niveau.,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen|portfolio,schriftelijk examen|mondeling examen|portfolio,portfolio|participatie
BACH,DBBESP,2,2,D002873,4,Annick Willem|Cleo Schyvinck,sportstructuren|sportinstanties|sportbeleid,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,2,2,D012556,5,Matthieu Lenoir|Felien Laureys|Mireille Mostaert|Pieter Vansteenkiste|Linus Zeuwts|Frederik Deconinck,"visuele controle van bewegen|motorische controle, motorisch leren|bewegingscoördinatie|controle van sportieve vaardigheden",periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,
BACH,DBBESP,2,2,D013112,5,Lieze Mertens|Laurent Degroote|Iris Maes|Ruben Brondeel|Delfien Van Dyck,methodologie|onderzoeksmethoden|survey|vragenlijst|(quasi) experiment|validiteit|betrouwbaarheid|statistiek|spss,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|werkstuk
BACH,DBBESP,2,J,D002870,5,Frederik Deconinck|Tom Du Pan|Pieter Moerman|Stijn Vandelacluze|Jan Bourgois|Leen Haerens,sport|atletiek|zwemmen|wintersport (ski / snowboard),niet-periodegebonden,,,schriftelijk examen|participatie|vaardigheidstest
BACH,DBBESP,2,J,D002871,7,Frederik Deconinck|Jan Guns|Benoit Mertens|Stijn Morand|Joeri Van de Voorde|Stijn Wintein|Leen Haerens,sport|basketbal|handbal|voetbal|volleybal,niet-periodegebonden,,,schriftelijk examen|portfolio|participatie|vaardigheidstest
BACH,DBBESP,2,J,D002872,4,Frederik Deconinck|Mieke Devriendt|Cindy Van Den Abbeele|Dirk Van de Velde|Leen Haerens,basisdans|creatieve dans|gymnastiek,niet-periodegebonden,,,schriftelijk examen|participatie|vaardigheidstest
BACH,DBBESP,2,J,D012312,4,Linus Zeuwts|Frederik Deconinck,internationalisation at home|biomechanica en motorische controle|inspanningsfysiologie en sportvoeding|sportmanagement|fysieke activiteit|fitheid en gezondheid|sportpedagogie|gastlezingen.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBESP,3,1,D001805,5,Jan Boone|Jan Evenepoel|Kobe Vermeire|Jan Bourgois,training|fysieke eigenschappen en componenten|planning en periodisering,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,participatie
BACH,DBBESP,3,1,D002421,4,Frederik Deconinck|Eline Coppens|Griet Warlop|Matthieu Lenoir,lichamelijke ontwikkeling|kind|groei|motorische ontwikkeling|motorische competentie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|verslag,verslag
BACH,DBBESP,3,1,D002422,5,Veerle Segers|Senne Bonnaerens|Rud Derie|Joeri Gerlo|Pieter Van den Berghe|Pieter Fiers,bewegingsanalyse|locomotie|lage rug problemen|bewegingsmechanismen - en coordinatie|(over)belasting bewegingsstelsel|biomechanische onderzoeksmethoden,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,participatie
BACH,DBBESP,3,1,D012517,3,Leen Haerens|Julie Galle|Kris Hoebeke|Nele Van Doren,sportpedagogiek,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk|peer-evaluatie
BACH,DBBESP,3,1,D012523,4,Greet Cardon|Laura Maenhout|Frederik Deconinck,fysieke activiteit|fitness|agogiek|senioren|handicap|motorische competentie|remediëren|obesitas,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,DBBESP,3,1,H002169,6,Bram De Wever|Tammy Schellens|Martin Valcke|Michiel Voet,didactiek|visies op leren en onderwijzen|onderwijskundig referentiekader|werkvormen|toetsing en evaluatie|individuele verschillen,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,werkstuk
BACH,DBBESP,3,2,D002420,6,Jan Bourgois|Jasmien Dumortier|Jan Boone,inspanningsfysiologie|acute en chronische aanpassingen aan inspanning|cellulaire en algemene inspanningsfysiologie|omgevingsinspanningsfysiologie.,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBBESP,3,2,D011991,5,Wim Derave|Sarah de Jager|Raf Van Dyck|Laura Blancquaert|Stefaan De Henauw|Nathalie Michels,gezonde voeding|nutriënten|diëtetiek|sportvoeding|trainingsvoeding|sportdranken|recuperatie|voedingssupplementen|voedingsregistratie|voedingsanalyse,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,schriftelijk examen met open vragen|participatie|werkstuk
BACH,DBBESP,3,2,D013113,4,Delfien Van Dyck|Iris Maes|Ruben Brondeel,methodologie|onderzoeksmethoden|survey|vragenlijst|(quasi) experiment|validiteit|betrouwbaarheid,periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,
BACH,DBBESP,3,2,D013114,4,Annick Willem|Bram Constandt,sportmanagement,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBBESP,3,J,D000597,5,Jan Boone|Anne Bottequin|Julie Claeys|Shana De Jaegher|Mieke Devriendt|Tom Du Pan|Aster Herssens|Benoit Mertens|Veerle Permentier|Filip Roelandt|Jan Vanden Hautte|Virginie Van Houtte|Gladys Vanlommel|Bart Van Renterghem|Stijn Wintein,training|methodiek|verdiepende kennis in de gekozen sportdiscipline,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen|gedragsevaluatie op de werkvloer,schriftelijk examen|mondeling examen|gedragsevaluatie op de werkvloer,portfolio|gedragsevaluatie op de werkvloer
BACH,DBBESP,3,J,D011993,3,Jan Bourgois|dr. Herbelet|Machteld Sandrine Van de Woestyne|Pieter Vansteenkiste|Marc Coppens|Björn Heyse,reddend zwemmen|ehbo|reanimatie,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,participatie
BACH,DBBESP,3,J,D012998,3,Leen Haerens|Benoit Mertens|Stijn Morand|Veerle Permentier|Nele Van Doren|Stijn Wintein,methodiek voetbal|handbal|basketbal|volleybal,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,,portfolio|participatie
BACH,DBBESP,3,J,D012999,3,Katrien De Cocker|Mieke Devriendt|Tom Du Pan|Filip Roelandt|Cindy Van Den Abbeele|Dirk Van de Velde|Leen Haerens,"methodiek|zwemmen-watergewenning|atletiek, gymnastiek-acrogym|dans",periodegebonden|niet-periodegebonden,schriftelijk examen,,portfolio|participatie
BACH,DBBIOM,1,1,D000092,11,Ans Baeyens,basis fysica|biomedische fysica,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag
BACH,DBBIOM,1,1,D000734,11,Pascal Van Der Voort,algemene chemie|fysicochemie|chemische binding|zuur-base evenwichten|chemisch evenwicht|thermodynamica|chemische reacties,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,vaardigheidstest
BACH,DBBIOM,1,1,D012698,6,Chris Cornelis,basisbegrippen wiskundige analyse|matrixalgebra|differentievergelijkingen|groeimodellen|populatiemodellen|epidemische modellen,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBIOM,1,2,D001068,11,Richard Hoogenboom|Peter Dubruel,scheikunde|organische scheikunde|bio-organische moleculen|biopolymeren,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|vaardigheidstest|verslag
BACH,DBBIOM,1,2,D013071,5,Frank Bosmans|Luc Leybaert,membranaire transportmechanismen|elektrofysiologie|cellulaire signalisatie en cel-cel communicatie,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBIOM,1,2,D013072,7,Anne Vral|Kurt Tournoy,celbiologie|cytologie|weefselleer of histologie|microscopie,periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,
BACH,DBBIOM,1,2,D013255,4,Björn Menten|BJORN HEINDRYCKX|Tom Moens,"evolutie|fylogenie|tree of life|eukaryoten|animalia|bouwplannen|adaptatie|modelorganismen, mendeliaanse overerving en niet-mendeliaanse overerving|mitose|meiose|gametogenese|bevruchting|pre-implantatie embryologie|medisch begeleide voortplanting",periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,,
BACH,DBBIOM,1,J,D013073,5,Christophe Ampe|Tania Maes|Catherine Van Der Straeten|Vanessa Vermeirssen|Pieter-Jan Volders,wetenschapsdocumenten|wetenschapsinformatie|databanken|zoekstrategie|informatie geletterdheid|wetenschappelijke integriteit|programmeren,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|vaardigheidstest,werkstuk|peer-evaluatie
BACH,DBBIOM,2,1,A003001,3,Geert Jacobs|Natalija Bonic|Elise Cools|Mieke Rosselle,wetenschappelijk engels|academisch taalgebruik|woordenschat|grammatica|communicatieve vaardigheden,niet-periodegebonden,,,participatie|werkstuk|vaardigheidstest
BACH,DBBIOM,2,1,D013074,5,Christophe Ampe|Sarah Gerlo|Marleen Van Troys,eiwitten|vetten|suikers|biologische membranen|structuur-functie relatie van eiwitten|enzymatische katalyse|eiwit-eiwit interacties|biochemische analyse,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk|verslag
BACH,DBBIOM,2,1,D013075,5,Sarah Gerlo|Anje Cauwels,dna|rna|eiwit|genoom|dna replicatie en herstel|transcriptie|rna maturatie|translatie|eiwit adressering|moleculair biologische technieken,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBIOM,2,1,D013076,5,Dmitri Krysko,vroegontwikkeling|kiembladen|primitieve lichaamsvorm|placenta|vruchtvliezen|organogenese|teratogenese,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBBIOM,2,1,D013106,6,Lieven Clement,statistiek|statistische dataverwerking|lineaire modellen|hypothese toetsen|variantie- analyse|regressie-analyse|logistische regressie|niet-parametrische testen.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|openboekexamen,schriftelijk examen met meerkeuzevragen|openboekexamen,werkstuk
BACH,DBBIOM,2,2,D013077,6,Elfride De Baere|Kathleen Claes|Katleen De Preter|Björn Menten,"genetische variatie|populatiegenetica|overervingspatronen|genoomanalyse|chromosomale afwijkingen|monogenische aandoeningen|complexe aandoeningen|moleculaire basis van kanker|erfelijke kankersyndromen|genetische testing, ziektemodellen|gentherapie",periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBBIOM,2,2,D013078,6,Anne Vral,microscopie|menselijke weefsels en organen,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBBIOM,2,2,D013079,5,Dmitri Krysko,menselijk lichaam|structuur-functie relaties|orgaanstelsels|ontwikkeling|topografie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen
BACH,DBBIOM,2,2,D013080,6,Peter Van Eenoo|Koen Deventer|Jolanda van Hengel,analytische chemie|chromatografie|scheidingsmethoden|elektrochemie|spectroscopie,periodegebonden,schriftelijk examen|openboekexamen|mondeling examen,,
BACH,DBBIOM,2,2,D013091,3,Marleen Van Troys|Koen Deventer|Sarah Gerlo|Peter Van Eenoo|Jolanda van Hengel,projectmatig experimenteren|staalvoorbereiding|scheidingstechnieken|detectiemethoden|biomoleculen|wetenschappelijk rapporteren,niet-periodegebonden,,,participatie|werkstuk|vaardigheidstest|verslag
BACH,DBBIOM,2,2,D013092,7,Patrick Wouters|Luc De Baerdemaeker,systeemfysiologie|regulatiemechanismen|homeostase|zenuwstelsel|hormonen|orgaanwerking,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBBIOM,2,J,D012687,3,Jolanda van Hengel,wetenschappelijk artikel|wetenschappelijke literatuur|medische databanken|citaties/referenties,niet-periodegebonden,,,participatie|werkstuk|peer-evaluatie|verslag
BACH,DBKINE,1,1,D000808,5,Philip Roosen|Barbara Vanderstraeten,fysica|biomechanica|statica|dynamica|kinematica|kinetica|houding|beweging.,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
