Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
MABA,JMFAZO,1,1,J000427,3,Sarah De Saeger|Marthe De Boevre,dieetvoedingsmiddelen|zuigelingenvoeding|sportvoeding|voedingssupplementen|bijzondere voeding.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMFAZO,1,1,J000442,3,Katia Verhamme,(farmaco-) epidemiologie|studiedesign|geneesmiddelenbewaking (farmacovigilantie)|geneesmiddelengebruik,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMFAZO,1,2,J000429,24,,masterproef,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,participatie
MABA,JMFAZO,1,J,J000428,5,Leen De Bolle|Lisl De Vilder|Koen Boussery|Nicky Janssens|Annemie Somers|Stefaan Van Damme,medische materialen en hulpmiddelen|communicatievaardigheden|interprofessioneel overleg|laboratoriumwaarden|zorgmanagement en kwaliteitsbewaking,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|werkstuk
MABA,JMFAZO,1,J,J000461,3,Peter De Paepe|Tania Desmet|dr. Herbelet|Björn Sandrine Heyse|CATHELIJNE LYPHOUT|Paul Calle|Marc Coppens,dringende geneeskundige hulpverlening|eerste hulp|urgenties|doorverwijscriteria|cardiopulmonale reanimatie|automatische defibrillatie,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
MABA,JMFAZO,2,1,J000332,3,Philippe De Buck,wetgeving|farmacie|apotheek|deontologie|farmaceutisch.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMFAZO,2,1,J000431,5,Koen Boussery|Lisl De Vilder|Thierry Christiaens,rationeel gebruik van geneesmiddelen|op evidentie gebaseerde farmaceutische zorg|op evidentie gebaseerde farmacotherapie|medicatiebewaking|medicatiebegeleiding|consultvoering|zelfzorg.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMFAZO,2,1,J000432,3,Christophe Stove|Lisl De Vilder,geneesmiddelentoxiciteit|mechanisme|nevenwerkingen|overdosis|doelwitorgaan.,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMFAZO,2,2,J000433,5,Annemie Somers|Lisl De Vilder|Koen Boussery|Leen De Bolle,farmaceutische zorg|medicatiebegeleiding|medicatiebewaking|oefenapotheek|medicatie nazicht|medisch-farmaceutisch overleg,periodegebonden|niet-periodegebonden,mondeling examen|vaardigheidstest,mondeling examen|vaardigheidstest,participatie|werkstuk
MABA,JMFAZO,2,2,J000443,3,Barbara Claus,sociale zekerheid|vergoeding van geneesmiddelen|kosten-effectiviteit|kosten-utiliteit|kwaliteit van leven|icer|sensitiviteitsanalyse|budget impact,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMFAZO,2,J,J000430,6,Chris Vervaet,doseringsvormen|industriële productieprocessen|biologische beschikbaarheid|geneesmiddelentoediening|kwaliteitseisen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|schriftelijk examen,schriftelijk examen met open vragen|schriftelijk examen|mondeling examen,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest|verslag
MABA,JMFAZO,2,J,J000440,30,Koen Boussery|Lisl De Vilder,stage|geïntegreerde farmaceutische kennis.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,portfolio|gedragsevaluatie op de werkvloer|peer-evaluatie
MABA,JMGEMI,1,1,J000422,6,Dieter Deforce|Filip Van Nieuwerburgh,biotechnologie|dna|rna|chromosoom|eiwitsynthese|pcr|recombinant dna en eiwitten|monoclonale antilichamen|farmaco-genomics-proteomics|vaccins.,periodegebonden|niet-periodegebonden,schriftelijk examen,mondeling examen,mondeling examen|participatie|werkstuk|gedragsevaluatie op de werkvloer|verslag
MABA,JMGEMI,1,1,J000423,3,Dieter Deforce,immuniteit|auto-immuunziektes|immunogeniciteit|vaccins|immunofarmaca|cytokines,periodegebonden,mondeling examen,mondeling examen,
MABA,JMGEMI,1,1,J000424,3,Guy Brusselle,studie design|klinische studies|clinical trials|methodologie van klinisch wetenschappelijk onderzoek|kritisch omgaan met (bio)medische informatie.,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMGEMI,1,1,J000425,6,Koen Boussery|Lisl De Vilder|Thierry Christiaens,rationeel gebruik van geneesmiddelen|op evidentie gebaseerde farmaceutische zorg|op evidentie gebaseerde farmacotherapie|medicatiebewaking|medicatiebegeleiding|consultvoering|zelfzorg.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMGEMI,1,1,J000444,4,Bart De Spiegeleer,farmaceutische analyse|pharmacopoeia|internationale kwaliteitsrichtlijnen voor geneesmiddelen|gmp/glp incl. substandaard en vervalsingen|staal-problematiek|chemometrie.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,schriftelijk examen|participatie|vaardigheidstest|gedragsevaluatie op de werkvloer|peer-evaluatie|verslag
MABA,JMGEMI,1,1,J000446,3,An Vermeulen|Lisl De Vilder,farmacokinetiek|farmacodynamiek|geneesmiddelenontwikkeling|systeemfarmacologie|translationele pkpd modellering|pbpk|farmacometrie|in vitro/in vivo correlatie|pediatrische geneesmiddelenontwikkeling|populatiemodellering,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMGEMI,1,2,J000448,24,,masterproef,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,participatie
MABA,JMGEMI,1,J,J000445,3,Bart De Spiegeleer,vergunningen diverse gezondheidsproducten|registratie|europese regelgeving|geneesmiddelen dossier|pre- en post-goedkeuringsactiviteiten geneesmiddelen.,periodegebonden,schriftelijk examen met open vragen|werkstuk,schriftelijk examen met open vragen|werkstuk,
MABA,JMGEMI,1,J,J000447,3,Koen Raemdonck|Stefaan De Smedt|Bart Vandekerckhove,celtherapie|bloedproducten|medicatie uit bloed|nucleïnezuurtherapie|gentherapie|immunotherapie|histocompatibiliteit|stamceltransplantatie|medicatiebegeleiding bij celtherapie|‘advanced therapy medicinal products’.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMGEMI,1,J,J000461,3,Peter De Paepe|Tania Desmet|dr. Herbelet|Björn Sandrine Heyse|CATHELIJNE LYPHOUT|Paul Calle|Marc Coppens,dringende geneeskundige hulpverlening|eerste hulp|urgenties|doorverwijscriteria|cardiopulmonale reanimatie|automatische defibrillatie,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
MABA,JMGEMI,2,1,J000332,3,Philippe De Buck,wetgeving|farmacie|apotheek|deontologie|farmaceutisch.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMGEMI,2,1,J000431,5,Koen Boussery|Lisl De Vilder|Thierry Christiaens,rationeel gebruik van geneesmiddelen|op evidentie gebaseerde farmaceutische zorg|op evidentie gebaseerde farmacotherapie|medicatiebewaking|medicatiebegeleiding|consultvoering|zelfzorg.,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,JMGEMI,2,1,J000449,3,Bruno De Geest|Thomas De Beer|Valérie Vanhoorne,doseringsvormen|procestechnologie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,JMGEMI,2,2,J000450,3,Benedikt Van Nieuwenhove,good clinical practice|geneesmiddelenonderzoek|klinische studies,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk|peer-evaluatie
MABA,JMGEMI,2,J,J000430,6,Chris Vervaet,doseringsvormen|industriële productieprocessen|biologische beschikbaarheid|geneesmiddelentoediening|kwaliteitseisen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|schriftelijk examen,schriftelijk examen met open vragen|schriftelijk examen|mondeling examen,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest|verslag
MABA,JMGEMI,2,J,J000440,30,Koen Boussery|Lisl De Vilder,stage|geïntegreerde farmaceutische kennis.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,portfolio|gedragsevaluatie op de werkvloer|peer-evaluatie
