Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
BACH,KBSOSCPS,3,1,K001319,6,Angela Tacea,VUB,periodegebonden|niet-periodegebonden,,,
BACH,KBSOSCPS,3,2,K001202,6,Dries Lesage,internationale betrekkingen – theorievorming – oorlog en vrede – internationale samenwerking – structurele afhankelijkheid – sociale constructie,,schriftelijk examen met open vragen|werkstuk,schriftelijk examen met open vragen,
BACH,KBSOSCPS,3,2,K001204,6,Karen Büscher,global south|contempoorary global politics|post-colonial politics|africa|latin america|maghreb|mashreq|south asia|south-east asia,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk|verslag
BACH,KBSOSCPS,3,J,K001154,12,,VUB,,,,
BACH,KBSOSCSO,1,1,K001114,6,Jannick Demanet,institutionalization culture structure stratification deviation social change,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,KBSOSCSO,1,1,K001115,6,Silvia Erzeel,VUB,,,,
BACH,KBSOSCSO,1,1,K001116,6,Jan Loisen,VUB,,,,
BACH,KBSOSCSO,1,1,K001120,6,Pieter-Paul Verhaeghe,VUB,,,,
BACH,KBSOSCSO,1,1,K001122,6,Christopher Parker,"""the writing process""|process of inquiry|critical thinking|exposition|argument|active learning|philosophy of science",periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,KBSOSCSO,1,2,K001117,6,Eline Severs,VUB,,,,
BACH,KBSOSCSO,1,2,K001119,6,Dave Sinardet,VUB,,,,
BACH,KBSOSCSO,1,2,K001121,6,Gino Verleye,-  methods -  social science,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,KBSOSCSO,1,2,K001123,6,Jan Loisen,VUB,,,,
BACH,KBSOSCSO,1,2,K001323,6,Sami Zemni,politieke stromingen sinds ontstaan van het modern wereldsysteem tot heden|startendin de kernlanden van europa en in de 20ste eeuw|uitdeinend tot de wereld.,periodegebonden,schriftelijk examen met open vragen,,
BACH,KBSOSCSO,2,1,K001124,6,Dieter Vandebroeck,VUB,,,,
BACH,KBSOSCSO,2,1,K001125,6,Christopher Parker,politics|critical thinking|government|liberalism|calculative reason|historical reason|alienation|dialectical method|genealogical method|critical theory|state|market|political ecology.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,KBSOSCSO,2,1,K001126,6,Pascal Verhoest,VUB,,,,
BACH,KBSOSCSO,2,1,K001127,6,Jonathan Holslag,VUB,,,,
BACH,KBSOSCSO,2,1,K001131,6,Jannick Demanet,,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,KBSOSCSO,2,2,K001129,6,Mattias Vermeiren,,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,KBSOSCSO,2,2,K001130,5,Frederik Dhaenens,mediastudies|mediatheorie|culturele studies|diversiteit|identiteit|populaire cultuur,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|werkstuk|peer-evaluatie
BACH,KBSOSCSO,2,2,K001132,6,Peter Stevens,kwalitatieve onderzoekstechnieken|kwalitatief onderzoeksproces|wetenschapsfilosofische uitgangspunten|kwalitatieve interviews|discours analyse|focusgroepen|etnografie en (participerende) observatie|kwalitatieve data-analyse en ethische issues in kwalitatief onderzoek.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk|peer-evaluatie
BACH,KBSOSCSO,2,2,K001133,6,Dieter Vandebroeck,VUB,,,,
BACH,KBSOSCSO,2,2,K001247,6,Pieter-Paul Verhaeghe,VUB,,,,
BACH,KBSOSCSO,3,1,K001211,6,Ricardo Ayala Valenzuela|Piet Bracke,see: https://caliweb.cumulus.vub.ac.be/caliweb/?page=course- offer&id=010219&anchor=1&target=pr&year=1819&language=en&output=html,,,,
BACH,KBSOSCSO,3,1,K001212,6,Sylvie Gadeyne,VUB,,,,
BACH,KBSOSCSO,3,1,K001253,6,Pieter-Paul Verhaeghe,VUB,,,,
BACH,KBSOSCSO,3,1,K001346,6,Dieter Vandebroeck,VUB,,,,
BACH,KBSOSCSO,3,2,K001345,6,Jannick Demanet,sociological standpoints|structuralism|formal sociology|sociology of social action|symbolic interactionism|positivism|interpretative sociology|functionalism|structure-agency,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,
BACH,KBSOSCSO,3,2,K001347,6,Christophe Vanroelen,VUB,,,,
BACH,KBSOSCSO,3,2,K001348,6,Jannick Demanet|Salvatore Ioverno,,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,KBSOSCSO,3,J,K001154,12,,VUB,,,,
MABA,KMCODT,1,1,A003107,3,Geert Jacobs|Natalija Bonic|Mieke Rosselle,wetenschappelijk engels|academisch taalgebruik|woordenschat|grammatica schrijfvaardigheid|spreekvaardigheid,niet-periodegebonden,,,participatie|werkstuk|vaardigheidstest|peer-evaluatie
MABA,KMCODT,1,1,K001332,5,Sami Zemni|Soraya El Kahlaoui,maghreb|north-africa|history|colonialism|resistance|nationalism and state building|political and economic democratization|islamism|political islam|algeria|tunisia|morocco.,niet-periodegebonden,,,openboekexamen|werkstuk
MABA,KMCODT,1,1,K001333,5,Brecht De Smet,middle east|state formation|social movements|popular politics|technopolitics|globalization|transition,niet-periodegebonden,,,participatie|verslag
MABA,KMCODT,1,1,K001334,5,Bert Suykens,asia|state building|violence|party formation|democratization|civil society,periodegebonden|niet-periodegebonden,openboekexamen,openboekexamen,participatie
MABA,KMCODT,1,1,K001335,5,Marlies Casier,migration|migration politics|migration policies|border politics|transnationalism|conflict|refugees|securitization|resistance,niet-periodegebonden,,,participatie|werkstuk|verslag
MABA,KMCODT,1,1,K001337,5,Koen Vlassenroot,africa|central and east africa|governance|conflict|post-conflict|state|state building|state failure|protest|informality|resource access|regional cooperation|popular culture.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen,werkstuk
MABA,KMCODT,1,1,K001349,5,Jeroen Adam|Esther Marijnen,conflict|democracy|violence|politics|political philosophy|genocide|authoritarianism,periodegebonden,openboekexamen,openboekexamen,werkstuk
MABA,KMCODT,1,1,K001350,5,Haripriya Soibam|Sam Kniknie|Sara Weschler|Clod Yambao,conflict|democracy|violence|politics|political philosophy|genocide|authoritarianism,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
MABA,KMCODT,1,2,A003001,3,Geert Jacobs|Natalija Bonic|Elise Cools|Mieke Rosselle,wetenschappelijk engels|academisch taalgebruik|woordenschat|grammatica|communicatieve vaardigheden,niet-periodegebonden,,,participatie|werkstuk|vaardigheidstest
MABA,KMCODT,1,2,B001581,5,Eva Brems|Tine Destrooper|Ignaas Devisch|Ines Keygnaert|Rudi Roose|Sami Zemni,mensenrechten|multi- en interdisciplinariteit,niet-periodegebonden,,,werkstuk
MABA,KMCODT,1,2,K001016,5,Sarah Delputte,europese unie|europees en internationaal ontwikkelingsbeleid,niet-periodegebonden,,,participatie|werkstuk|simulatie|peer-evaluatie
MABA,KMCODT,1,2,K001229,5,Sigrid Vertommen,gender|intersectionaliteit|globalisering|(post-)ontwikkeling|conflict|globale zuiden en noorden|(post-)kolonialisme|slavernij|biologische en sociale reproductie|politieke ecologie|arbeid|cultuur en religie|(trans-)nationalisme|moderniteit|(trans)seksualiteit|heteropatriarchaat|macht en verzet|feminisme|queer.,niet-periodegebonden,,,participatie|werkstuk
MABA,KMCODT,1,2,K001271,5,Koenraad Bogaert|Natan De Coster,imperialisme|bevolkingskolonialism|kapitalisme|land|primitieve accumulatie|genocide|arbeid|slavernij|witheid|ras|privilege|klas|gender|patriarchaat|moderniteit|hegemonie|liberalisme|oriëntalisme|eurocentrisme|cultuur|nationalisme|geweld|politieke economie|ontwikkeling|derde wereld|bevrijding|verzet|solidariteit|afschaffing|feminisme|sexual politcs|intersectionaliteit|dekolonisatie|revolutie.,niet-periodegebonden,,,participatie|werkstuk|peer-evaluatie|verslag
MABA,KMCODT,1,2,K001295,5,Maarten Crivits,agrarische transformatie|kleinschalige- en grootschalige landbouw|landgrabbing|plattelandsvlucht|contract farming|transnationale boerenbewegingen|verzet,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
MABA,KMCODT,1,2,K001298,5,Bernard Mazijn,duurzame ontwikkeling|agenda 21|v.n.-verdragen en -conferenties (incl. politieke krachtsverhoudingen)|agenda 2030|ecosysteemdiensten|energie en klimaat|landbouw en voeding|beleid (vn|eu ...)|indicatoren (incl. sdgs)|transitie naar een circulaire economie (incl. innovatie)|mvo|integraal ketenbeheer (incl. lca),periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen|werkstuk,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen|werkstuk,
MABA,KMCODT,1,2,K001330,5,Saeed Parto,due to covid19|changes are possible with regards to teaching methods and evaluation methods,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
MABA,KMCODT,1,2,K001336,5,Sami Zemni,political islam|islamism and fundamentalism|orientalism|clash of civilization|arab and islamic world,periodegebonden|niet-periodegebonden,openboekexamen,openboekexamen,werkstuk
MABA,KMCODT,1,2,K001338,5,Anneleen Kenis,due to covid19|changes are possible with regards to teaching methods and evaluation methods,niet-periodegebonden,mondeling examen|participatie|werkstuk,mondeling examen,participatie|werkstuk
MABA,KMCODT,1,2,K001351,5,Saeed Parto,due to covid19|changes are possible with regards to teaching methods and evaluation methods,niet-periodegebonden,,,mondeling examen|participatie|werkstuk
MABA,KMCODT,1,J,H001977,3,Elisabeth De Schauwer|Hilde Van Keer,community service learning|coaching|tutoring|diversiteit|mentoring,niet-periodegebonden,,,portfolio|werkstuk
MABA,KMCODT,1,J,K001300,15,,Masterproef,,,,
MABA,KMCODT,1,J,K001331,10,Marianne Maeckelbergh|Karen Büscher|Soraya El Kahlaoui|Christoph Vogel,methodology|research methods|fieldwork|ethnography|data|ethics,periodegebonden|niet-periodegebonden,werkstuk,werkstuk,werkstuk
MABA,KMCODT,1,J,K001339,5,Thomas Block|Erik Paredis,duurzame ontwikkeling|duurzaamheidstransities|systeemverandering|controverses|multiperspectivisme|multi- en transdisciplinariteit,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk
MABA,KMCOMMJR,1,1,K000020,7,Sarah Van Leuven,politiek|media|journalistieke cultuur|publieke sfeer|mediasystemen|agenda setting|mediatisering|tabloidisering|mediabeleid,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,portfolio|werkstuk|peer-evaluatie
MABA,KMCOMMJR,1,1,K000299,7,Sarah Van Leuven|Kristin Van Damme,journalistiek|journalism studies,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,participatie|werkstuk|peer-evaluatie
MABA,KMEMGS,1,1,K001245,5,,,,,,
MABA,KMEMGS,1,2,K001246,5,,,,,,
MABA,KMEMGS,1,2,K001274,5,Julian Kuttig,transities|verhoudingen tussen staat en maatschappij|globale kijk|niet-europese geschiedenis|vergelijkingen doorheen tijd en ruimte|trans-en interdiscplinaire kijk op globale en longitudinale historische processes|lokale kijk op globale processen,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,participatie|werkstuk
MABA,KMEMGS,2,2,K001275,5,Julie Carlier|Christopher Parker,global studies|methodology|critical social sciences|global history|conflict and development studies|international studies|area studies,niet-periodegebonden,,,participatie|werkstuk
MABA,KMEMGS,2,J,K001276,15,Eric Vanhaute,,,,,
MABA,KMEUST,1,1,K000270,6,Hendrik Vos,besluitvorming|europese unie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
MABA,KMEUST,1,1,K000288,6,Jan Orbie,eu-politiek|extern/buitenlands beleid|rol van europa in de wereld|actuele ontwikkelingen in het externe optreden van de eu|eurocentrisme,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,mondeling examen|werkstuk
MABA,KMEUST,1,1,K001265,5,Ferdi De Ville,europese integratie|europese interne markt|europees monetair beleid|europees fiscaal beleid|europees concurrentiebeleid|europees sociaal beleid|diversiteit aan politieke economieën|eurocrisis|europa in de wereldeconomie,periodegebonden,mondeling examen|werkstuk,mondeling examen,
MABA,KMEUST,1,1,K001273,5,Peter Van Elsuwege,europees recht|hof van justitie van de europese unie,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie
MABA,KMEUST,1,A,K001076,3,Ferdi De Ville|Fabienne Bossuyt|Sarah Delputte|Jan Orbie|Hendrik Vos,methoden en analyse|onderzoek|academisch schrijven en rapporteren|projectbeheer|presentatie- en discussievaardigheden,niet-periodegebonden,,,participatie|werkstuk
MABA,KMEUST,1,J,K001264,6,Jan Orbie|Fabienne Bossuyt|John Irgengioro|Laura Luciani|Diana Potjomkina|Domenico Valenza,eu politiek|recente eu-ontwikkelingen,niet-periodegebonden,,,mondeling examen|participatie|werkstuk|peer-evaluatie
MABA,KMEUST,1,J,K001266,3,Sarah Delputte|Nathan Vandeputte,excursie|eu-instellingen|rapportage|zelfstandig werk|beleidswerk|ondernemerschap|wetenschappelijk en vulgariserend schrijven|groepswerk,niet-periodegebonden,,,participatie|werkstuk
MABA,KMEUST,1,J,K001352,16,,Masterproef,periodegebonden|niet-periodegebonden,werkstuk,werkstuk,mondeling examen
MABA,KMPOLIIP,1,1,K001340,6,Sven Biscop,belgië|diplomatieke geschiedenis|diplomatie|buitenlandse politiek|defensiebeleid.,periodegebonden,mondeling examen,mondeling examen,
MABA,KMPOLINP,1,1,F000750,6,Stijn Baert|Eddy Omey,arbeidsmarkt|werkzaamheid|werkloosheid|loonvorming|sociaal overleg|arbeidsmarktbeleid|arbeidsmarktonderzoek|arbeidsmarktvisie.,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
MABA,KMPOLINP,1,1,K000270,6,Hendrik Vos,besluitvorming|europese unie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
MABA,KMPOLINP,1,1,K001029,6,Karen Celis,,periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,
MABA,KMPOLINP,1,1,K001039,6,Raf Vanderstraeten,sociale ongelijkheid|sociale differentiatie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,,werkstuk
MABA,KMPOLINP,1,1,K001340,6,Sven Biscop,belgië|diplomatieke geschiedenis|diplomatie|buitenlandse politiek|defensiebeleid.,periodegebonden,mondeling examen,mondeling examen,
MABA,KMPOLINP,1,2,K000932,6,Brecht Warnez|Jürgen Vanpraet,bestuursrecht|administratief recht|overheidsopdrachten|lokale besturen,niet-periodegebonden,,,participatie|werkstuk
MABA,KMPOLINP,1,2,K001027,6,Pieter-Paul Verhaeghe,,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
MABA,KMPOLINP,1,2,K001193,5,Peter Stevens,toepassingen kwalitatief onderzoek: opzetten van kwalitatief onderzoek|afnemen kwalitatieve interviews|kwalitatieve data-analyse|schrijven van kwalitatieve onderzoeksartikels en ethische issues in kwalitatief onderzoek.,niet-periodegebonden,,,werkstuk|vaardigheidstest|peer-evaluatie
MABA,KMPOLINP,1,2,K001230,5,Tony Valcke|Fabienne Bossuyt,politieke wetenschappen|burgerschap en participatie|community service learning,niet-periodegebonden,,,portfolio|participatie|gedragsevaluatie op de werkvloer
MABA,KMPOLINP,1,2,K001231,5,Dirk Debeaussaert,nationale veiligheid – terrorisme -- radicalisering,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
MABA,KMPOLINP,1,J,E084580,5,Thomas Block|Michiel Dehaene,stedelijke duurzaamheid|multi- en transdisciplinariteit|duurzaamheidskwesties|duurzaamheidscontroverses|multiperspectivisme,periodegebonden|niet-periodegebonden,openboekexamen,openboekexamen,participatie|werkstuk
MABA,KMSOCI,1,1,K000902,5,John Lievens,statistiek in de sociale wetenschappen|toegepaste statistiek|kwantitatieve methoden|data- analyse|multilevel analyse,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|mondeling examen,schriftelijk examen met open vragen|mondeling examen,werkstuk
MABA,KMSOCI,1,2,K001272,5,Lesley Hustinx,sociologische theorie|sociologische verbeelding|sociologische argumentatie|publieke sociologie|maatschappelijke vraagstukken van de 21steeeuw|interdisciplinariteit,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,portfolio|participatie
MABA,KMSOCI,1,A,K001078,3,Bart Van de Putte,methoden en analyse|onderzoek|academisch schrijven en rapporteren|projectbeheer|presentatie- en discussievaardigheden,niet-periodegebonden,,,participatie|werkstuk
MABA,KMSOCI,1,A,K001083,20,Henk Roose,algemene vakken en themavakken|internationale ervaring,,,,
MABA,KMSOCI,1,J,K001079,17,Bart Van de Putte,Masterproef,periodegebonden|niet-periodegebonden,werkstuk,werkstuk,mondeling examen
MABA,KMSOCY,1,1,K001282,6,John Lievens,statistiek in de sociale wetenschappen|toegepaste statistiek|kwantitatieve methoden|data- analyse|multilevel analyse,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|mondeling examen,schriftelijk examen met open vragen|mondeling examen,werkstuk
MABA,KMSOCY,1,1,K001286,6,Bart Van de Putte|Melissa Ceuterick,migratie|integratie|segregatie|sociale demografie|gemengde huwelijken|multiculturalisme|samenlevingsproblematiek,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,participatie|werkstuk
MABA,KMSOCY,1,1,K001287,6,Piet Bracke|Melissa Ceuterick|Katrijn Delaruelle,sociologie|gezondheid|gezondheidszorg|mentale gezondheid,periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,
MABA,KMSOCY,1,1,K001341,6,Jeroen Huisman,higher education|multidisciplinary perspectives,periodegebonden|niet-periodegebonden,openboekexamen,openboekexamen,werkstuk
MABA,KMSOCY,1,2,K001281,6,Hans Waege,sociologie en beleid|organisatiesociologie|organisatie-analyse|organisatiemodellen|mesosociologie|organisatiecultuur|organisatiestructuren|leiderschap|effectieve communicatie|sociale netwerken en organisaties|beleid|beleidsevaluatie|beleidscyclus,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,participatie|werkstuk
MABA,KMSOCY,1,A,K001284,3,Bart Van de Putte,methoden en analyse|onderzoek|academisch schrijven en rapporteren|projectbeheer|presentatie- en discussievaardigheden,niet-periodegebonden,,,participatie|werkstuk
MABA,KMSOCY,1,J,K001285,17,Bart Van de Putte,Masterproef,periodegebonden|niet-periodegebonden,werkstuk,werkstuk,mondeling examen
